,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths,driving,transit,walking
2340,Madison,2020-03-08,24.0,13.0,,19.0,-2.0,,,,116.11,108.89,177.98
2341,Madison,2020-03-08,17.0,12.0,,13.0,3.0,-3.0,,,116.11,108.89,177.98
2342,Madison,2020-03-08,21.0,23.0,,,,,,,116.11,108.89,177.98
2343,Madison,2020-03-08,,12.0,,,,,,,116.11,108.89,177.98
2344,Madison,2020-03-09,6.0,8.0,45.0,5.0,2.0,0.0,,,110.57,173.59,127.52
2345,Madison,2020-03-09,7.0,13.0,,,0.0,,,,110.57,173.59,127.52
2346,Madison,2020-03-09,22.0,15.0,,22.0,0.0,,,,110.57,173.59,127.52
2347,Madison,2020-03-09,12.0,17.0,,,-2.0,-2.0,,,110.57,173.59,127.52
2348,Madison,2020-03-09,5.0,29.0,,,25.0,-2.0,,,110.57,173.59,127.52
2349,Madison,2020-03-09,6.0,-6.0,1.0,-1.0,-1.0,1.0,,,110.57,173.59,127.52
2350,Madison,2020-03-09,9.0,15.0,,8.0,2.0,0.0,,,110.57,173.59,127.52
2351,Madison,2020-03-09,-14.0,26.0,,,8.0,,,,110.57,173.59,127.52
2352,Madison,2020-03-09,8.0,5.0,,6.0,3.0,0.0,,,110.57,173.59,127.52
2353,Madison,2020-03-09,12.0,9.0,,12.0,-14.0,3.0,,,110.57,173.59,127.52
2354,Madison,2020-03-09,6.0,,,,0.0,,,,110.57,173.59,127.52
2355,Madison,2020-03-09,-2.0,,,,-2.0,,,,110.57,173.59,127.52
2356,Madison,2020-03-09,-3.0,0.0,,,3.0,1.0,,,110.57,173.59,127.52
2357,Madison,2020-03-09,17.0,12.0,,,5.0,-1.0,,,110.57,173.59,127.52
2358,Madison,2020-03-09,39.0,7.0,,,-1.0,,,,110.57,173.59,127.52
2359,Madison,2020-03-09,7.0,3.0,,8.0,2.0,-1.0,,,110.57,173.59,127.52
2360,Madison,2020-03-09,10.0,8.0,,-1.0,1.0,0.0,,,110.57,173.59,127.52
2361,Madison,2020-03-09,13.0,28.0,,,0.0,,,,110.57,173.59,127.52
2362,Madison,2020-03-09,2.0,5.0,,,-4.0,,,,110.57,173.59,127.52
2363,Madison,2020-03-10,6.0,7.0,18.0,-6.0,1.0,0.0,,,116.27,169.13,157.72
2364,Madison,2020-03-10,10.0,19.0,,,-5.0,,,,116.27,169.13,157.72
2365,Madison,2020-03-10,15.0,2.0,,13.0,-1.0,,,,116.27,169.13,157.72
2366,Madison,2020-03-10,9.0,11.0,,,-3.0,1.0,,,116.27,169.13,157.72
2367,Madison,2020-03-10,8.0,21.0,,,6.0,0.0,,,116.27,169.13,157.72
2368,Madison,2020-03-10,7.0,-2.0,6.0,3.0,-1.0,0.0,,,116.27,169.13,157.72
2369,Madison,2020-03-10,5.0,14.0,,4.0,-1.0,1.0,,,116.27,169.13,157.72
2370,Madison,2020-03-10,1.0,39.0,,,8.0,,,,116.27,169.13,157.72
2371,Madison,2020-03-10,4.0,3.0,,7.0,-6.0,2.0,,,116.27,169.13,157.72
2372,Madison,2020-03-10,20.0,10.0,,-11.0,-13.0,1.0,,,116.27,169.13,157.72
2373,Madison,2020-03-10,15.0,,,,1.0,,,,116.27,169.13,157.72
2374,Madison,2020-03-10,23.0,,,,-5.0,,,,116.27,169.13,157.72
2375,Madison,2020-03-10,1.0,5.0,,,2.0,0.0,,,116.27,169.13,157.72
2376,Madison,2020-03-10,7.0,7.0,,,3.0,1.0,,,116.27,169.13,157.72
2377,Madison,2020-03-10,16.0,3.0,,,-1.0,,,,116.27,169.13,157.72
2378,Madison,2020-03-10,12.0,1.0,,10.0,0.0,1.0,,,116.27,169.13,157.72
2379,Madison,2020-03-10,8.0,9.0,,10.0,0.0,0.0,,,116.27,169.13,157.72
2380,Madison,2020-03-10,23.0,37.0,,,1.0,,,,116.27,169.13,157.72
2381,Madison,2020-03-10,,11.0,,,-1.0,,,,116.27,169.13,157.72
2382,Madison,2020-03-11,9.0,12.0,20.0,2.0,3.0,0.0,,,117.72,158.94,146.17
2383,Madison,2020-03-11,14.0,23.0,,,6.0,,,,117.72,158.94,146.17
2384,Madison,2020-03-11,20.0,7.0,,21.0,1.0,,,,117.72,158.94,146.17
2385,Madison,2020-03-11,11.0,11.0,,,-5.0,-1.0,,,117.72,158.94,146.17
2386,Madison,2020-03-11,6.0,27.0,,,8.0,0.0,,,117.72,158.94,146.17
2387,Madison,2020-03-11,11.0,0.0,35.0,3.0,0.0,-1.0,,,117.72,158.94,146.17
2388,Madison,2020-03-11,10.0,14.0,,2.0,0.0,0.0,,,117.72,158.94,146.17
2389,Madison,2020-03-11,0.0,53.0,,,6.0,,,,117.72,158.94,146.17
2390,Madison,2020-03-11,4.0,13.0,,-3.0,-5.0,0.0,,,117.72,158.94,146.17
2391,Madison,2020-03-11,18.0,5.0,,11.0,-14.0,1.0,,,117.72,158.94,146.17
2392,Madison,2020-03-11,16.0,,,,0.0,,,,117.72,158.94,146.17
2393,Madison,2020-03-11,3.0,,,,-2.0,,,,117.72,158.94,146.17
2394,Madison,2020-03-11,6.0,20.0,,,2.0,-1.0,,,117.72,158.94,146.17
2395,Madison,2020-03-11,9.0,16.0,,,2.0,0.0,,,117.72,158.94,146.17
2396,Madison,2020-03-11,-1.0,15.0,,,1.0,,,,117.72,158.94,146.17
2397,Madison,2020-03-11,19.0,10.0,,9.0,1.0,0.0,,,117.72,158.94,146.17
2398,Madison,2020-03-11,7.0,8.0,,1.0,-1.0,0.0,,,117.72,158.94,146.17
2399,Madison,2020-03-11,31.0,61.0,,,5.0,,,,117.72,158.94,146.17
2400,Madison,2020-03-11,13.0,1.0,,,0.0,,,,117.72,158.94,146.17
2401,Madison,2020-03-12,7.0,31.0,27.0,4.0,2.0,0.0,,,114.5,171.97,155.74
2402,Madison,2020-03-12,22.0,35.0,,,1.0,,,,114.5,171.97,155.74
2403,Madison,2020-03-12,19.0,28.0,,17.0,3.0,,,,114.5,171.97,155.74
2404,Madison,2020-03-12,16.0,27.0,,,-1.0,-2.0,,,114.5,171.97,155.74
2405,Madison,2020-03-12,15.0,59.0,,,4.0,-1.0,,,114.5,171.97,155.74
2406,Madison,2020-03-12,8.0,13.0,3.0,2.0,-2.0,2.0,,,114.5,171.97,155.74
2407,Madison,2020-03-12,10.0,21.0,,1.0,-2.0,0.0,,,114.5,171.97,155.74
2408,Madison,2020-03-12,-9.0,33.0,,,3.0,,,,114.5,171.97,155.74
2409,Madison,2020-03-12,3.0,15.0,,11.0,-6.0,3.0,,,114.5,171.97,155.74
2410,Madison,2020-03-12,22.0,37.0,,22.0,-17.0,0.0,,,114.5,171.97,155.74
2411,Madison,2020-03-12,27.0,,,,-14.0,,,,114.5,171.97,155.74
2412,Madison,2020-03-12,13.0,,,,-8.0,,,,114.5,171.97,155.74
2413,Madison,2020-03-12,7.0,26.0,,,-1.0,1.0,,,114.5,171.97,155.74
2414,Madison,2020-03-12,13.0,28.0,,,5.0,0.0,,,114.5,171.97,155.74
2415,Madison,2020-03-12,12.0,16.0,,,2.0,,,,114.5,171.97,155.74
2416,Madison,2020-03-12,13.0,32.0,,-5.0,-3.0,1.0,,,114.5,171.97,155.74
2417,Madison,2020-03-12,6.0,20.0,,3.0,-2.0,-1.0,,,114.5,171.97,155.74
2418,Madison,2020-03-12,29.0,51.0,,,2.0,,,,114.5,171.97,155.74
2419,Madison,2020-03-12,10.0,14.0,,,-2.0,,,,114.5,171.97,155.74
2420,Madison,2020-03-13,2.0,42.0,13.0,-1.0,0.0,1.0,,,124.13,113.64,147.98
2421,Madison,2020-03-13,20.0,38.0,,,7.0,,,,124.13,113.64,147.98
2422,Madison,2020-03-13,16.0,27.0,,18.0,-3.0,,,,124.13,113.64,147.98
2423,Madison,2020-03-13,7.0,31.0,,,-15.0,2.0,,,124.13,113.64,147.98
2424,Madison,2020-03-13,6.0,66.0,,,-15.0,4.0,,,124.13,113.64,147.98
2425,Madison,2020-03-13,12.0,21.0,38.0,11.0,-1.0,0.0,,,124.13,113.64,147.98
2426,Madison,2020-03-13,10.0,25.0,,6.0,-3.0,0.0,,,124.13,113.64,147.98
2427,Madison,2020-03-13,3.0,71.0,,,4.0,,,,124.13,113.64,147.98
2428,Madison,2020-03-13,2.0,25.0,,6.0,-8.0,2.0,,,124.13,113.64,147.98
2429,Madison,2020-03-13,8.0,22.0,,1.0,-20.0,4.0,,,124.13,113.64,147.98
2430,Madison,2020-03-13,12.0,,,,1.0,,,,124.13,113.64,147.98
2431,Madison,2020-03-13,6.0,,,,-6.0,,,,124.13,113.64,147.98
2432,Madison,2020-03-13,8.0,24.0,,,-1.0,0.0,,,124.13,113.64,147.98
2433,Madison,2020-03-13,5.0,38.0,,,3.0,2.0,,,124.13,113.64,147.98
2434,Madison,2020-03-13,11.0,31.0,,,-2.0,,,,124.13,113.64,147.98
2435,Madison,2020-03-13,7.0,31.0,,2.0,-1.0,2.0,,,124.13,113.64,147.98
2436,Madison,2020-03-13,4.0,24.0,,10.0,-3.0,0.0,,,124.13,113.64,147.98
2437,Madison,2020-03-13,21.0,15.0,,,-2.0,,,,124.13,113.64,147.98
2438,Madison,2020-03-13,10.0,16.0,,,-4.0,,,,124.13,113.64,147.98
2439,Madison,2020-03-14,-7.0,31.0,67.0,5.0,5.0,2.0,,,93.29,59.73,114.09
2440,Madison,2020-03-14,-2.0,2.0,,,,,,,93.29,59.73,114.09
2441,Madison,2020-03-14,34.0,18.0,,54.0,-4.0,,,,93.29,59.73,114.09
2442,Madison,2020-03-14,-2.0,15.0,,,2.0,,,,93.29,59.73,114.09
2443,Madison,2020-03-14,-14.0,29.0,,,1.0,,,,93.29,59.73,114.09
2444,Madison,2020-03-14,-3.0,22.0,5.0,0.0,2.0,3.0,,,93.29,59.73,114.09
2445,Madison,2020-03-14,-5.0,12.0,,-6.0,-2.0,3.0,,,93.29,59.73,114.09
2446,Madison,2020-03-14,-9.0,44.0,,,2.0,,,,93.29,59.73,114.09
2447,Madison,2020-03-14,-12.0,14.0,,22.0,-8.0,3.0,,,93.29,59.73,114.09
2448,Madison,2020-03-14,0.0,17.0,40.0,2.0,3.0,,,,93.29,59.73,114.09
2449,Madison,2020-03-14,3.0,,,,,,,,93.29,59.73,114.09
2450,Madison,2020-03-14,-69.0,,,,,,,,93.29,59.73,114.09
2451,Madison,2020-03-14,-12.0,1.0,,,-1.0,,,,93.29,59.73,114.09
2452,Madison,2020-03-14,6.0,39.0,,,4.0,,,,93.29,59.73,114.09
2453,Madison,2020-03-14,22.0,23.0,,,-5.0,,,,93.29,59.73,114.09
2454,Madison,2020-03-14,-10.0,24.0,,0.0,-10.0,,,,93.29,59.73,114.09
2455,Madison,2020-03-14,-5.0,13.0,-38.0,-4.0,0.0,1.0,,,93.29,59.73,114.09
2456,Madison,2020-03-14,12.0,4.0,,,,,,,93.29,59.73,114.09
2457,Madison,2020-03-14,3.0,21.0,,,,,,,93.29,59.73,114.09
2458,Madison,2020-03-15,-18.0,8.0,-30.0,-23.0,-10.0,5.0,,,66.52,41.6,69.77
2459,Madison,2020-03-15,11.0,11.0,,,,,,,66.52,41.6,69.77
2460,Madison,2020-03-15,21.0,16.0,,26.0,-10.0,,,,66.52,41.6,69.77
2461,Madison,2020-03-15,-22.0,15.0,,,-1.0,,,,66.52,41.6,69.77
2462,Madison,2020-03-15,7.0,,,,-45.0,,,,66.52,41.6,69.77
2463,Madison,2020-03-15,1.0,21.0,14.0,0.0,-2.0,2.0,,,66.52,41.6,69.77
2464,Madison,2020-03-15,2.0,19.0,,9.0,-5.0,2.0,,,66.52,41.6,69.77
2465,Madison,2020-03-15,-34.0,,,,,,,,66.52,41.6,69.77
2466,Madison,2020-03-15,-9.0,15.0,,24.0,-11.0,4.0,,,66.52,41.6,69.77
2467,Madison,2020-03-15,4.0,12.0,,20.0,-12.0,,,,66.52,41.6,69.77
2468,Madison,2020-03-15,11.0,,,,,,,,66.52,41.6,69.77
2469,Madison,2020-03-15,-70.0,,,,,,,,66.52,41.6,69.77
2470,Madison,2020-03-15,-11.0,12.0,,,3.0,,,,66.52,41.6,69.77
2471,Madison,2020-03-15,5.0,27.0,,,3.0,,,,66.52,41.6,69.77
2472,Madison,2020-03-15,,22.0,,,-4.0,,,,66.52,41.6,69.77
2473,Madison,2020-03-15,4.0,22.0,,1.0,-5.0,,,,66.52,41.6,69.77
2474,Madison,2020-03-15,-2.0,11.0,-28.0,9.0,-7.0,2.0,,,66.52,41.6,69.77
2475,Madison,2020-03-15,16.0,9.0,,,,,,,66.52,41.6,69.77
2476,Madison,2020-03-15,,7.0,,,,,,,66.52,41.6,69.77
2477,Madison,2020-03-16,-11.0,21.0,-12.0,-25.0,-17.0,9.0,,,71.46,48.29,64.36
2478,Madison,2020-03-16,-5.0,8.0,,,-16.0,,,,71.46,48.29,64.36
2479,Madison,2020-03-16,6.0,27.0,,13.0,-20.0,,,,71.46,48.29,64.36
2480,Madison,2020-03-16,-12.0,25.0,,,-16.0,6.0,,,71.46,48.29,64.36
2481,Madison,2020-03-16,5.0,47.0,,,-1.0,3.0,,,71.46,48.29,64.36
2482,Madison,2020-03-16,3.0,31.0,-7.0,-4.0,-7.0,4.0,,,71.46,48.29,64.36
2483,Madison,2020-03-16,-2.0,32.0,,8.0,-15.0,5.0,,,71.46,48.29,64.36
2484,Madison,2020-03-16,-17.0,59.0,,,-21.0,,,,71.46,48.29,64.36
2485,Madison,2020-03-16,-8.0,22.0,,6.0,-12.0,6.0,,,71.46,48.29,64.36
2486,Madison,2020-03-16,2.0,31.0,,-5.0,-17.0,6.0,,,71.46,48.29,64.36
2487,Madison,2020-03-16,10.0,,,,0.0,,,,71.46,48.29,64.36
2488,Madison,2020-03-16,-74.0,,,,-17.0,,,,71.46,48.29,64.36
2489,Madison,2020-03-16,-3.0,29.0,,,-1.0,3.0,,,71.46,48.29,64.36
2490,Madison,2020-03-16,9.0,38.0,,,-7.0,4.0,,,71.46,48.29,64.36
2491,Madison,2020-03-16,0.0,27.0,,,-15.0,,,,71.46,48.29,64.36
2492,Madison,2020-03-16,-15.0,34.0,,1.0,-14.0,6.0,,,71.46,48.29,64.36
2493,Madison,2020-03-16,2.0,20.0,,0.0,-12.0,4.0,,,71.46,48.29,64.36
2494,Madison,2020-03-16,4.0,4.0,,,-13.0,,,,71.46,48.29,64.36
2495,Madison,2020-03-16,-16.0,11.0,,,-18.0,,,,71.46,48.29,64.36
2496,Madison,2020-03-17,-17.0,14.0,26.0,-22.0,-26.0,11.0,1.0,0.0,67.87,37.42,68.24
2497,Madison,2020-03-17,-17.0,14.0,26.0,-22.0,-26.0,11.0,1.0,0.0,67.87,37.42,68.24
2498,Madison,2020-03-17,-10.0,8.0,,,-19.0,,1.0,0.0,67.87,37.42,68.24
2499,Madison,2020-03-17,-10.0,8.0,,,-19.0,,1.0,0.0,67.87,37.42,68.24
2500,Madison,2020-03-17,-7.0,14.0,,14.0,-18.0,,1.0,0.0,67.87,37.42,68.24
2501,Madison,2020-03-17,-7.0,14.0,,14.0,-18.0,,1.0,0.0,67.87,37.42,68.24
2502,Madison,2020-03-17,-21.0,12.0,,,-19.0,8.0,1.0,0.0,67.87,37.42,68.24
2503,Madison,2020-03-17,-21.0,12.0,,,-19.0,8.0,1.0,0.0,67.87,37.42,68.24
2504,Madison,2020-03-17,-8.0,24.0,,,-21.0,9.0,1.0,0.0,67.87,37.42,68.24
2505,Madison,2020-03-17,-8.0,24.0,,,-21.0,9.0,1.0,0.0,67.87,37.42,68.24
2506,Madison,2020-03-17,-21.0,11.0,40.0,-9.0,-24.0,9.0,1.0,0.0,67.87,37.42,68.24
2507,Madison,2020-03-17,-21.0,11.0,40.0,-9.0,-24.0,9.0,1.0,0.0,67.87,37.42,68.24
2508,Madison,2020-03-17,-21.0,21.0,,5.0,-21.0,7.0,1.0,0.0,67.87,37.42,68.24
2509,Madison,2020-03-17,-21.0,21.0,,5.0,-21.0,7.0,1.0,0.0,67.87,37.42,68.24
2510,Madison,2020-03-17,-47.0,50.0,,,-25.0,,1.0,0.0,67.87,37.42,68.24
2511,Madison,2020-03-17,-47.0,50.0,,,-25.0,,1.0,0.0,67.87,37.42,68.24
2512,Madison,2020-03-17,-21.0,22.0,,13.0,-23.0,9.0,1.0,0.0,67.87,37.42,68.24
2513,Madison,2020-03-17,-21.0,22.0,,13.0,-23.0,9.0,1.0,0.0,67.87,37.42,68.24
2514,Madison,2020-03-17,-2.0,22.0,,3.0,-22.0,9.0,1.0,0.0,67.87,37.42,68.24
2515,Madison,2020-03-17,-2.0,22.0,,3.0,-22.0,9.0,1.0,0.0,67.87,37.42,68.24
2516,Madison,2020-03-17,8.0,,,,-5.0,,1.0,0.0,67.87,37.42,68.24
2517,Madison,2020-03-17,8.0,,,,-5.0,,1.0,0.0,67.87,37.42,68.24
2518,Madison,2020-03-17,-72.0,,,,-22.0,,1.0,0.0,67.87,37.42,68.24
2519,Madison,2020-03-17,-72.0,,,,-22.0,,1.0,0.0,67.87,37.42,68.24
2520,Madison,2020-03-17,-18.0,16.0,,,-7.0,7.0,1.0,0.0,67.87,37.42,68.24
2521,Madison,2020-03-17,-18.0,16.0,,,-7.0,7.0,1.0,0.0,67.87,37.42,68.24
2522,Madison,2020-03-17,-19.0,19.0,,,-23.0,12.0,1.0,0.0,67.87,37.42,68.24
2523,Madison,2020-03-17,-19.0,19.0,,,-23.0,12.0,1.0,0.0,67.87,37.42,68.24
2524,Madison,2020-03-17,-13.0,16.0,,,-22.0,,1.0,0.0,67.87,37.42,68.24
2525,Madison,2020-03-17,-13.0,16.0,,,-22.0,,1.0,0.0,67.87,37.42,68.24
2526,Madison,2020-03-17,-23.0,20.0,,7.0,-20.0,10.0,1.0,0.0,67.87,37.42,68.24
2527,Madison,2020-03-17,-23.0,20.0,,7.0,-20.0,10.0,1.0,0.0,67.87,37.42,68.24
2528,Madison,2020-03-17,-9.0,12.0,,3.0,-16.0,7.0,1.0,0.0,67.87,37.42,68.24
2529,Madison,2020-03-17,-9.0,12.0,,3.0,-16.0,7.0,1.0,0.0,67.87,37.42,68.24
2530,Madison,2020-03-17,3.0,7.0,,,-12.0,,1.0,0.0,67.87,37.42,68.24
2531,Madison,2020-03-17,3.0,7.0,,,-12.0,,1.0,0.0,67.87,37.42,68.24
2532,Madison,2020-03-17,-4.0,14.0,,,-18.0,,1.0,0.0,67.87,37.42,68.24
2533,Madison,2020-03-17,-4.0,14.0,,,-18.0,,1.0,0.0,67.87,37.42,68.24
2534,Madison,2020-03-18,-20.0,11.0,32.0,-21.0,-30.0,13.0,1.0,0.0,58.44,35.16,51.33
2535,Madison,2020-03-18,-20.0,11.0,32.0,-21.0,-30.0,13.0,1.0,0.0,58.44,35.16,51.33
2536,Madison,2020-03-18,-20.0,11.0,32.0,-21.0,-30.0,13.0,1.0,0.0,58.44,35.16,51.33
2537,Madison,2020-03-18,-20.0,11.0,32.0,-21.0,-30.0,13.0,1.0,0.0,58.44,35.16,51.33
2538,Madison,2020-03-18,-20.0,11.0,32.0,-21.0,-30.0,13.0,1.0,0.0,58.44,35.16,51.33
2539,Madison,2020-03-18,2.0,13.0,,,-17.0,,1.0,0.0,58.44,35.16,51.33
2540,Madison,2020-03-18,2.0,13.0,,,-17.0,,1.0,0.0,58.44,35.16,51.33
2541,Madison,2020-03-18,2.0,13.0,,,-17.0,,1.0,0.0,58.44,35.16,51.33
2542,Madison,2020-03-18,2.0,13.0,,,-17.0,,1.0,0.0,58.44,35.16,51.33
2543,Madison,2020-03-18,2.0,13.0,,,-17.0,,1.0,0.0,58.44,35.16,51.33
2544,Madison,2020-03-18,-14.0,14.0,,3.0,-23.0,,1.0,0.0,58.44,35.16,51.33
2545,Madison,2020-03-18,-14.0,14.0,,3.0,-23.0,,1.0,0.0,58.44,35.16,51.33
2546,Madison,2020-03-18,-14.0,14.0,,3.0,-23.0,,1.0,0.0,58.44,35.16,51.33
2547,Madison,2020-03-18,-14.0,14.0,,3.0,-23.0,,1.0,0.0,58.44,35.16,51.33
2548,Madison,2020-03-18,-14.0,14.0,,3.0,-23.0,,1.0,0.0,58.44,35.16,51.33
2549,Madison,2020-03-18,-16.0,8.0,,,-23.0,,1.0,0.0,58.44,35.16,51.33
2550,Madison,2020-03-18,-16.0,8.0,,,-23.0,,1.0,0.0,58.44,35.16,51.33
2551,Madison,2020-03-18,-16.0,8.0,,,-23.0,,1.0,0.0,58.44,35.16,51.33
2552,Madison,2020-03-18,-16.0,8.0,,,-23.0,,1.0,0.0,58.44,35.16,51.33
2553,Madison,2020-03-18,-16.0,8.0,,,-23.0,,1.0,0.0,58.44,35.16,51.33
2554,Madison,2020-03-18,-18.0,17.0,,,-34.0,14.0,1.0,0.0,58.44,35.16,51.33
2555,Madison,2020-03-18,-18.0,17.0,,,-34.0,14.0,1.0,0.0,58.44,35.16,51.33
2556,Madison,2020-03-18,-18.0,17.0,,,-34.0,14.0,1.0,0.0,58.44,35.16,51.33
2557,Madison,2020-03-18,-18.0,17.0,,,-34.0,14.0,1.0,0.0,58.44,35.16,51.33
2558,Madison,2020-03-18,-18.0,17.0,,,-34.0,14.0,1.0,0.0,58.44,35.16,51.33
2559,Madison,2020-03-18,-25.0,2.0,-22.0,-13.0,-28.0,12.0,1.0,0.0,58.44,35.16,51.33
2560,Madison,2020-03-18,-25.0,2.0,-22.0,-13.0,-28.0,12.0,1.0,0.0,58.44,35.16,51.33
2561,Madison,2020-03-18,-25.0,2.0,-22.0,-13.0,-28.0,12.0,1.0,0.0,58.44,35.16,51.33
2562,Madison,2020-03-18,-25.0,2.0,-22.0,-13.0,-28.0,12.0,1.0,0.0,58.44,35.16,51.33
2563,Madison,2020-03-18,-25.0,2.0,-22.0,-13.0,-28.0,12.0,1.0,0.0,58.44,35.16,51.33
2564,Madison,2020-03-18,-27.0,11.0,,1.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2565,Madison,2020-03-18,-27.0,11.0,,1.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2566,Madison,2020-03-18,-27.0,11.0,,1.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2567,Madison,2020-03-18,-27.0,11.0,,1.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2568,Madison,2020-03-18,-27.0,11.0,,1.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2569,Madison,2020-03-18,-71.0,40.0,,,-28.0,,1.0,0.0,58.44,35.16,51.33
2570,Madison,2020-03-18,-71.0,40.0,,,-28.0,,1.0,0.0,58.44,35.16,51.33
2571,Madison,2020-03-18,-71.0,40.0,,,-28.0,,1.0,0.0,58.44,35.16,51.33
2572,Madison,2020-03-18,-71.0,40.0,,,-28.0,,1.0,0.0,58.44,35.16,51.33
2573,Madison,2020-03-18,-71.0,40.0,,,-28.0,,1.0,0.0,58.44,35.16,51.33
2574,Madison,2020-03-18,-24.0,14.0,,8.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2575,Madison,2020-03-18,-24.0,14.0,,8.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2576,Madison,2020-03-18,-24.0,14.0,,8.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2577,Madison,2020-03-18,-24.0,14.0,,8.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2578,Madison,2020-03-18,-24.0,14.0,,8.0,-26.0,10.0,1.0,0.0,58.44,35.16,51.33
2579,Madison,2020-03-18,-7.0,17.0,,9.0,-25.0,11.0,1.0,0.0,58.44,35.16,51.33
2580,Madison,2020-03-18,-7.0,17.0,,9.0,-25.0,11.0,1.0,0.0,58.44,35.16,51.33
2581,Madison,2020-03-18,-7.0,17.0,,9.0,-25.0,11.0,1.0,0.0,58.44,35.16,51.33
2582,Madison,2020-03-18,-7.0,17.0,,9.0,-25.0,11.0,1.0,0.0,58.44,35.16,51.33
2583,Madison,2020-03-18,-7.0,17.0,,9.0,-25.0,11.0,1.0,0.0,58.44,35.16,51.33
2584,Madison,2020-03-18,11.0,,,,-14.0,,1.0,0.0,58.44,35.16,51.33
2585,Madison,2020-03-18,11.0,,,,-14.0,,1.0,0.0,58.44,35.16,51.33
2586,Madison,2020-03-18,11.0,,,,-14.0,,1.0,0.0,58.44,35.16,51.33
2587,Madison,2020-03-18,11.0,,,,-14.0,,1.0,0.0,58.44,35.16,51.33
2588,Madison,2020-03-18,11.0,,,,-14.0,,1.0,0.0,58.44,35.16,51.33
2589,Madison,2020-03-18,-89.0,,,,-30.0,,1.0,0.0,58.44,35.16,51.33
2590,Madison,2020-03-18,-89.0,,,,-30.0,,1.0,0.0,58.44,35.16,51.33
2591,Madison,2020-03-18,-89.0,,,,-30.0,,1.0,0.0,58.44,35.16,51.33
2592,Madison,2020-03-18,-89.0,,,,-30.0,,1.0,0.0,58.44,35.16,51.33
2593,Madison,2020-03-18,-89.0,,,,-30.0,,1.0,0.0,58.44,35.16,51.33
2594,Madison,2020-03-18,-22.0,7.0,,,-9.0,7.0,1.0,0.0,58.44,35.16,51.33
2595,Madison,2020-03-18,-22.0,7.0,,,-9.0,7.0,1.0,0.0,58.44,35.16,51.33
2596,Madison,2020-03-18,-22.0,7.0,,,-9.0,7.0,1.0,0.0,58.44,35.16,51.33
2597,Madison,2020-03-18,-22.0,7.0,,,-9.0,7.0,1.0,0.0,58.44,35.16,51.33
2598,Madison,2020-03-18,-22.0,7.0,,,-9.0,7.0,1.0,0.0,58.44,35.16,51.33
2599,Madison,2020-03-18,-24.0,17.0,,,-27.0,12.0,1.0,0.0,58.44,35.16,51.33
2600,Madison,2020-03-18,-24.0,17.0,,,-27.0,12.0,1.0,0.0,58.44,35.16,51.33
2601,Madison,2020-03-18,-24.0,17.0,,,-27.0,12.0,1.0,0.0,58.44,35.16,51.33
2602,Madison,2020-03-18,-24.0,17.0,,,-27.0,12.0,1.0,0.0,58.44,35.16,51.33
2603,Madison,2020-03-18,-24.0,17.0,,,-27.0,12.0,1.0,0.0,58.44,35.16,51.33
2604,Madison,2020-03-18,-32.0,20.0,,,-21.0,,1.0,0.0,58.44,35.16,51.33
2605,Madison,2020-03-18,-32.0,20.0,,,-21.0,,1.0,0.0,58.44,35.16,51.33
2606,Madison,2020-03-18,-32.0,20.0,,,-21.0,,1.0,0.0,58.44,35.16,51.33
2607,Madison,2020-03-18,-32.0,20.0,,,-21.0,,1.0,0.0,58.44,35.16,51.33
2608,Madison,2020-03-18,-32.0,20.0,,,-21.0,,1.0,0.0,58.44,35.16,51.33
2609,Madison,2020-03-18,-31.0,9.0,,-5.0,-24.0,11.0,1.0,0.0,58.44,35.16,51.33
2610,Madison,2020-03-18,-31.0,9.0,,-5.0,-24.0,11.0,1.0,0.0,58.44,35.16,51.33
2611,Madison,2020-03-18,-31.0,9.0,,-5.0,-24.0,11.0,1.0,0.0,58.44,35.16,51.33
2612,Madison,2020-03-18,-31.0,9.0,,-5.0,-24.0,11.0,1.0,0.0,58.44,35.16,51.33
2613,Madison,2020-03-18,-31.0,9.0,,-5.0,-24.0,11.0,1.0,0.0,58.44,35.16,51.33
2614,Madison,2020-03-18,-11.0,12.0,,-2.0,-19.0,7.0,1.0,0.0,58.44,35.16,51.33
2615,Madison,2020-03-18,-11.0,12.0,,-2.0,-19.0,7.0,1.0,0.0,58.44,35.16,51.33
2616,Madison,2020-03-18,-11.0,12.0,,-2.0,-19.0,7.0,1.0,0.0,58.44,35.16,51.33
2617,Madison,2020-03-18,-11.0,12.0,,-2.0,-19.0,7.0,1.0,0.0,58.44,35.16,51.33
